detail_id,order_id,item_id,quantity,note
5107,2554,12,2,
5108,2554,11,1,
5109,2555,22,3,Nhiều hành
5110,2555,24,3,
5111,2555,23,1,
5112,2556,1,1,Nhiều hành
5113,2557,24,3,Nhiều hành
5114,2558,20,2,Nhiều hành
5115,2558,19,3,Nhiều hành
5116,2559,25,1,
5117,2559,26,2,
5118,2560,3,2,
5119,2561,14,1,
5120,2562,12,1,
5121,2563,1,2,Đóng gói kỹ
5122,2564,27,2,Ít cay
5123,2565,23,3,
5124,2566,18,2,Nhiều hành
5125,2566,16,1,
5126,2567,3,2,
5127,2567,1,2,
5128,2568,11,2,
5129,2568,10,1,Đóng gói kỹ
5130,2569,28,3,
5131,2569,29,2,
5132,2570,18,1,Đóng gói kỹ
5133,2570,17,3,
5134,2570,16,2,Đóng gói kỹ
5135,2571,27,2,
5136,2571,25,3,Đóng gói kỹ
5137,2571,26,2,
5138,2572,9,1,Nhiều hành
5139,2572,8,3,
5140,2572,7,2,
5141,2573,25,2,Nhiều hành
5142,2573,27,2,Ít cay
5143,2573,26,1,Nhiều hành
5144,2574,17,1,
5145,2575,12,1,
5146,2576,19,2,
5147,2576,21,1,Đóng gói kỹ
5148,2576,20,3,Ít cay
5149,2577,17,2,
5150,2577,16,3,Ít cay
5151,2578,1,1,
5152,2579,8,3,Ít cay
5153,2579,9,1,Đóng gói kỹ
5154,2579,7,1,
5155,2580,5,3,
5156,2580,6,1,
5157,2580,4,2,
5158,2581,24,3,
5159,2581,23,2,
5160,2582,18,2,Nhiều hành
5161,2582,17,2,
5162,2583,28,3,
5163,2584,25,2,
5164,2584,26,2,Ít cay
5165,2584,27,2,
5166,2585,15,3,Đóng gói kỹ
5167,2585,13,3,
5168,2585,14,2,
5169,2586,28,1,
5170,2587,24,2,
5171,2587,22,1,Đóng gói kỹ
5172,2588,8,3,Ít cay
5173,2588,7,3,
5174,2589,4,2,Ít cay
5175,2589,5,2,Nhiều hành
5176,2590,24,2,
5177,2590,23,3,
5178,2590,22,3,
5179,2591,2,3,Ít cay
5180,2592,27,2,Đóng gói kỹ
5181,2593,5,3,
5182,2593,6,3,
5183,2594,22,2,
5184,2594,24,3,
5185,2594,23,3,Ít cay
5186,2595,28,1,
5187,2596,27,3,Ít cay
5188,2596,25,3,Ít cay
5189,2597,16,3,
5190,2597,17,1,Ít cay
5191,2598,26,3,Nhiều hành
5192,2599,30,3,Ít cay
5193,2599,29,2,
5194,2600,14,1,
5195,2600,13,2,Đóng gói kỹ
5196,2600,15,1,
5197,2601,3,1,Ít cay
5198,2601,2,3,
5199,2602,27,1,
5200,2603,7,2,
5201,2603,9,1,
5202,2604,8,1,
5203,2604,9,3,Ít cay
5204,2605,18,3,
5205,2605,16,2,Đóng gói kỹ
5206,2606,27,3,
5207,2606,25,3,
5208,2607,29,2,Ít cay
5209,2607,30,2,
5210,2608,24,1,
5211,2608,22,1,
5212,2609,5,1,
5213,2609,6,3,
5214,2610,3,1,Đóng gói kỹ
5215,2610,1,2,
5216,2611,26,2,
5217,2612,4,1,
5218,2612,5,2,
5219,2612,6,2,
5220,2613,13,1,
5221,2613,15,1,Đóng gói kỹ
5222,2614,30,3,Ít cay
5223,2615,21,2,Ít cay
5224,2615,20,2,
5225,2615,19,2,
5226,2616,29,1,
5227,2616,28,3,Đóng gói kỹ
5228,2617,28,2,
5229,2617,30,2,Đóng gói kỹ
5230,2618,9,3,Ít cay
5231,2619,27,2,
5232,2620,13,3,Đóng gói kỹ
5233,2620,14,3,
5234,2621,3,2,
5235,2621,2,1,Nhiều hành
5236,2622,25,3,
5237,2622,26,3,
5238,2623,8,3,
5239,2623,9,1,Ít cay
5240,2623,7,3,
5241,2624,5,1,Đóng gói kỹ
5242,2625,1,3,
5243,2625,3,3,
5244,2626,24,2,
5245,2626,23,3,
5246,2626,22,2,Đóng gói kỹ
5247,2627,25,1,
5248,2628,4,2,
5249,2628,5,2,
5250,2628,6,3,
5251,2629,22,1,
5252,2629,24,3,Đóng gói kỹ
5253,2630,12,2,
5254,2630,10,2,Ít cay
5255,2631,2,3,
5256,2631,3,3,Đóng gói kỹ
5257,2632,21,2,
5258,2632,20,3,
5259,2632,19,2,
5260,2633,17,2,Đóng gói kỹ
5261,2634,30,3,
5262,2635,6,1,
5263,2636,1,1,
5264,2636,3,2,Nhiều hành
5265,2636,2,3,Đóng gói kỹ
5266,2637,25,3,
5267,2637,26,2,
5268,2637,27,1,
5269,2638,23,1,Nhiều hành
5270,2638,24,2,
5271,2638,22,1,Đóng gói kỹ
5272,2639,8,1,Đóng gói kỹ
5273,2639,9,2,Nhiều hành
5274,2640,10,3,
5275,2641,19,2,Đóng gói kỹ
5276,2641,20,3,
5277,2642,12,2,Đóng gói kỹ
5278,2642,10,3,
5279,2643,5,1,
5280,2643,6,1,
5281,2644,8,1,
5282,2645,7,1,
5283,2645,9,3,Đóng gói kỹ
5284,2646,12,1,Nhiều hành
5285,2646,11,1,Đóng gói kỹ
5286,2647,14,1,
5287,2647,15,1,Nhiều hành
5288,2648,21,1,Nhiều hành
5289,2648,19,3,
5290,2648,20,3,
5291,2649,23,3,
5292,2650,9,2,Ít cay
5293,2650,8,2,
5294,2650,7,1,Nhiều hành
5295,2651,28,1,
5296,2651,29,1,
5297,2652,9,2,Nhiều hành
5298,2652,7,2,
5299,2652,8,2,Ít cay
5300,2653,30,2,
5301,2654,1,3,Nhiều hành
5302,2654,2,1,
5303,2654,3,2,
5304,2655,3,3,
5305,2655,2,2,
5306,2655,1,3,Nhiều hành
5307,2656,21,1,
5308,2656,19,3,
5309,2657,2,2,
5310,2657,1,2,Nhiều hành
5311,2657,3,2,
5312,2658,4,1,Nhiều hành
5313,2658,6,3,
5314,2659,20,2,
5315,2660,3,2,
5316,2660,2,1,
5317,2660,1,2,
5318,2661,1,2,Nhiều hành
5319,2661,3,3,
5320,2661,2,2,Đóng gói kỹ
5321,2662,6,2,Đóng gói kỹ
5322,2663,29,2,Nhiều hành
5323,2663,30,3,
5324,2663,28,1,
5325,2664,24,3,Nhiều hành
5326,2664,23,3,Đóng gói kỹ
5327,2664,22,3,Ít cay
5328,2665,11,3,
5329,2666,5,3,
5330,2666,6,3,Đóng gói kỹ
5331,2666,4,3,Đóng gói kỹ
5332,2667,13,1,
5333,2668,11,3,Ít cay
5334,2668,10,2,Ít cay
5335,2668,12,3,
5336,2669,9,1,
5337,2669,8,2,
5338,2669,7,3,Ít cay
5339,2670,30,2,Đóng gói kỹ
5340,2670,29,2,Nhiều hành
5341,2671,22,1,Ít cay
5342,2671,24,3,
5343,2671,23,1,Ít cay
5344,2672,25,1,
5345,2673,5,3,Ít cay
5346,2673,4,2,Nhiều hành
5347,2674,7,1,Đóng gói kỹ
5348,2675,8,3,
5349,2675,7,3,Đóng gói kỹ
5350,2675,9,2,Ít cay
5351,2676,22,2,
5352,2676,24,3,Nhiều hành
5353,2677,17,2,
5354,2677,16,3,Nhiều hành
5355,2678,17,2,Ít cay
5356,2678,18,3,Nhiều hành
5357,2679,25,1,Ít cay
5358,2679,27,1,
5359,2680,3,1,
5360,2681,6,3,
5361,2681,4,1,
5362,2681,5,3,Nhiều hành
5363,2682,28,2,Đóng gói kỹ
5364,2682,30,1,Đóng gói kỹ
5365,2683,25,2,
5366,2683,27,2,
5367,2684,2,1,Đóng gói kỹ
5368,2685,24,2,Đóng gói kỹ
5369,2685,23,3,
5370,2685,22,3,
5371,2686,27,2,Ít cay
5372,2687,2,3,Nhiều hành
5373,2687,3,3,
5374,2688,27,1,Nhiều hành
5375,2688,25,2,Ít cay
5376,2688,26,1,Nhiều hành
5377,2689,26,1,Nhiều hành
5378,2689,27,1,
5379,2689,25,3,
5380,2690,26,1,
5381,2690,25,1,
5382,2690,27,2,Nhiều hành
5383,2691,27,2,Nhiều hành
5384,2691,26,1,Nhiều hành
5385,2691,25,3,
5386,2692,13,3,
5387,2692,14,2,Nhiều hành
5388,2692,15,1,
5389,2693,3,2,Nhiều hành
5390,2693,2,3,
5391,2694,5,2,Ít cay
5392,2694,6,2,
5393,2695,25,1,
5394,2695,26,1,Ít cay
5395,2696,10,3,
5396,2696,11,1,
5397,2697,25,2,Nhiều hành
5398,2698,18,3,
5399,2699,11,3,
5400,2699,10,2,
5401,2699,12,2,
5402,2700,13,1,
5403,2700,15,2,
5404,2700,14,1,
5405,2701,23,1,
5406,2701,24,2,
5407,2701,22,3,
5408,2702,2,1,Đóng gói kỹ
5409,2702,3,2,Nhiều hành
5410,2703,18,3,
5411,2703,17,1,
5412,2703,16,3,
5413,2704,6,1,Ít cay
5414,2705,8,1,
5415,2705,7,1,
5416,2705,9,1,Nhiều hành
5417,2706,26,3,
5418,2706,25,2,Ít cay
5419,2706,27,2,Đóng gói kỹ
5420,2707,2,2,
5421,2708,24,1,
5422,2708,22,3,Nhiều hành
5423,2708,23,1,
5424,2709,10,3,
5425,2710,25,2,
5426,2710,26,2,
5427,2710,27,1,Ít cay
5428,2711,4,1,Ít cay
5429,2711,6,2,
5430,2711,5,1,
5431,2712,13,3,
5432,2712,14,2,
5433,2712,15,2,
5434,2713,9,3,Ít cay
5435,2714,11,3,
5436,2714,12,2,
5437,2715,20,1,Đóng gói kỹ
5438,2715,19,1,
5439,2716,4,3,
5440,2716,6,1,
5441,2716,5,1,
5442,2717,29,2,
5443,2717,28,1,Đóng gói kỹ
5444,2717,30,1,
5445,2718,4,1,Nhiều hành
5446,2718,6,2,Ít cay
5447,2718,5,1,Nhiều hành
5448,2719,28,1,
5449,2719,30,1,
5450,2720,12,2,
5451,2720,11,2,Ít cay
5452,2720,10,3,Đóng gói kỹ
5453,2721,28,3,
5454,2722,17,3,
5455,2722,16,2,
5456,2723,2,3,
5457,2724,26,2,Ít cay
5458,2724,27,2,Nhiều hành
5459,2725,21,1,
5460,2726,4,3,
5461,2727,3,1,
5462,2727,1,2,
5463,2727,2,2,
5464,2728,29,1,Nhiều hành
5465,2729,17,3,
5466,2729,16,2,
5467,2729,18,3,Nhiều hành
5468,2730,15,1,Đóng gói kỹ
5469,2730,14,3,Ít cay
5470,2731,18,1,
5471,2731,16,2,
5472,2731,17,3,Đóng gói kỹ
5473,2732,11,3,
5474,2732,10,1,Đóng gói kỹ
5475,2733,27,3,
5476,2733,26,2,Đóng gói kỹ
5477,2734,3,2,
5478,2735,29,3,
5479,2735,30,1,Đóng gói kỹ
5480,2735,28,1,Đóng gói kỹ
5481,2736,17,3,Đóng gói kỹ
5482,2737,8,2,
5483,2738,13,1,Nhiều hành
5484,2739,10,2,
5485,2739,12,3,
5486,2740,22,2,
5487,2741,23,2,
5488,2742,9,2,Ít cay
5489,2742,7,1,
5490,2743,5,2,Đóng gói kỹ
5491,2743,4,3,
5492,2743,6,3,
5493,2744,13,3,Ít cay
5494,2744,15,1,
5495,2744,14,1,
5496,2745,6,2,
5497,2745,4,2,
5498,2745,5,3,Đóng gói kỹ
5499,2746,8,1,Ít cay
5500,2747,27,2,
5501,2748,13,3,
5502,2748,14,1,
5503,2748,15,3,Đóng gói kỹ
5504,2749,2,3,
5505,2749,3,2,Nhiều hành
5506,2749,1,1,
5507,2750,19,2,Ít cay
5508,2750,20,1,
5509,2751,9,2,Ít cay
5510,2751,7,3,
5511,2752,25,2,
5512,2752,27,3,
5513,2752,26,3,
5514,2753,16,2,
5515,2753,18,1,Đóng gói kỹ
5516,2753,17,3,Đóng gói kỹ
5517,2754,23,1,
5518,2754,22,2,
5519,2755,28,3,
5520,2755,29,3,Ít cay
5521,2756,9,1,
5522,2756,7,1,Ít cay
5523,2757,10,2,
5524,2758,5,3,
5525,2758,4,2,Nhiều hành
5526,2759,7,3,
5527,2760,20,2,
5528,2761,6,3,
5529,2761,4,3,Đóng gói kỹ
5530,2762,2,2,
5531,2762,1,2,
5532,2763,21,3,Ít cay
5533,2763,19,1,Đóng gói kỹ
5534,2763,20,1,Nhiều hành
5535,2764,27,1,
5536,2764,25,1,
5537,2764,26,2,
5538,2765,2,3,Nhiều hành
5539,2765,1,3,
5540,2766,14,3,
5541,2766,15,3,
5542,2766,13,3,
5543,2767,21,2,
5544,2767,19,1,Đóng gói kỹ
5545,2768,8,1,
5546,2768,9,3,
5547,2768,7,2,
5548,2769,21,1,
5549,2770,26,3,
5550,2770,27,1,
5551,2771,3,2,
5552,2771,2,2,Ít cay
5553,2771,1,1,Nhiều hành
5554,2772,25,2,
5555,2772,27,2,
5556,2772,26,3,
5557,2773,6,2,Đóng gói kỹ
5558,2773,5,1,Đóng gói kỹ
5559,2773,4,2,Nhiều hành
5560,2774,21,1,
5561,2774,20,3,
5562,2774,19,1,Đóng gói kỹ
5563,2775,6,2,
5564,2775,5,1,Đóng gói kỹ
5565,2775,4,3,Ít cay
5566,2776,7,1,
5567,2776,8,2,Ít cay
5568,2776,9,3,Nhiều hành
5569,2777,30,1,Đóng gói kỹ
5570,2777,29,3,
5571,2778,10,3,
5572,2779,18,1,
5573,2779,16,2,
5574,2779,17,2,Nhiều hành
5575,2780,19,2,Đóng gói kỹ
5576,2781,16,1,Ít cay
5577,2781,18,1,
5578,2782,16,1,Nhiều hành
5579,2782,17,2,Nhiều hành
5580,2782,18,3,Nhiều hành
5581,2783,13,2,Nhiều hành
5582,2784,8,2,
5583,2784,9,3,Đóng gói kỹ
5584,2785,14,3,
5585,2786,1,1,Ít cay
5586,2786,3,1,Ít cay
5587,2786,2,2,Ít cay
5588,2787,5,3,
5589,2788,16,2,Đóng gói kỹ
5590,2788,17,1,
5591,2788,18,3,
5592,2789,10,2,
5593,2789,12,3,Nhiều hành
5594,2790,12,1,Ít cay
5595,2790,10,3,
5596,2790,11,1,
5597,2791,26,1,
5598,2791,25,2,
5599,2792,28,3,
5600,2793,27,2,
5601,2793,26,2,
5602,2794,17,1,Ít cay
5603,2795,9,2,
5604,2795,8,3,
5605,2796,10,1,
5606,2796,11,3,
5607,2796,12,1,Ít cay
5608,2797,8,3,Đóng gói kỹ
5609,2797,7,1,
5610,2798,3,1,Ít cay
5611,2798,1,2,Đóng gói kỹ
5612,2798,2,2,Đóng gói kỹ
5613,2799,17,3,Đóng gói kỹ
5614,2799,16,3,
5615,2800,15,1,
5616,2800,14,1,
5617,2801,28,3,Đóng gói kỹ
5618,2802,9,3,Nhiều hành
5619,2802,8,1,
5620,2802,7,3,
5621,2803,30,1,Nhiều hành
5622,2803,29,3,
5623,2803,28,2,
5624,2804,12,3,
5625,2804,10,1,Ít cay
5626,2805,26,2,
5627,2806,25,1,Đóng gói kỹ
5628,2806,27,1,Nhiều hành
5629,2807,23,1,Ít cay
5630,2807,22,3,Đóng gói kỹ
5631,2807,24,1,Ít cay
5632,2808,26,1,
5633,2808,25,2,
5634,2809,19,3,Ít cay
5635,2810,20,1,
5636,2810,19,3,Đóng gói kỹ
5637,2811,2,2,Đóng gói kỹ
5638,2811,3,3,
5639,2812,29,2,
5640,2812,30,1,
5641,2813,1,2,Ít cay
5642,2813,3,1,Ít cay
5643,2813,2,2,
5644,2814,9,1,
5645,2815,17,3,
5646,2815,16,1,Nhiều hành
5647,2816,14,2,Ít cay
5648,2817,18,3,Ít cay
5649,2817,17,1,Nhiều hành
5650,2817,16,1,
5651,2818,19,3,
5652,2818,20,1,Nhiều hành
5653,2818,21,1,Nhiều hành
5654,2819,19,3,
5655,2819,21,3,Nhiều hành
5656,2820,17,1,
5657,2820,16,2,Đóng gói kỹ
5658,2820,18,2,
5659,2821,27,1,Nhiều hành
5660,2821,25,1,
5661,2821,26,3,Ít cay
5662,2822,17,3,
5663,2822,16,3,Nhiều hành
5664,2822,18,3,Nhiều hành
5665,2823,18,3,
5666,2823,16,3,
5667,2823,17,2,
5668,2824,3,3,
5669,2825,26,1,
5670,2825,25,3,Nhiều hành
5671,2825,27,2,
5672,2826,22,3,Nhiều hành
5673,2826,24,1,
5674,2826,23,3,
5675,2827,4,1,Ít cay
5676,2827,6,1,Đóng gói kỹ
5677,2828,18,3,Đóng gói kỹ
5678,2828,16,3,
5679,2829,22,3,
5680,2830,10,3,
5681,2830,12,3,Ít cay
5682,2830,11,2,Ít cay
5683,2831,23,1,
5684,2831,22,3,Nhiều hành
5685,2832,20,1,Nhiều hành
5686,2832,21,2,Đóng gói kỹ
5687,2832,19,2,Ít cay
5688,2833,28,3,Nhiều hành
5689,2834,7,1,Đóng gói kỹ
5690,2835,17,2,Đóng gói kỹ
5691,2835,16,1,
5692,2836,25,2,
5693,2836,27,2,Nhiều hành
5694,2837,17,1,
5695,2837,18,3,
5696,2837,16,1,Đóng gói kỹ
5697,2838,17,3,Nhiều hành
5698,2838,18,3,
5699,2839,9,3,Ít cay
5700,2839,8,2,
5701,2840,20,2,
5702,2840,21,1,Đóng gói kỹ
5703,2841,6,2,Nhiều hành
5704,2842,4,3,
5705,2842,5,2,Ít cay
5706,2842,6,3,
5707,2843,26,2,Ít cay
5708,2843,27,2,Nhiều hành
5709,2844,24,3,Đóng gói kỹ
5710,2844,22,1,Đóng gói kỹ
5711,2844,23,1,
5712,2845,29,2,Đóng gói kỹ
5713,2846,19,2,Nhiều hành
5714,2846,20,1,
5715,2847,27,3,Nhiều hành
5716,2848,12,2,Ít cay
5717,2849,30,3,
5718,2849,29,1,
5719,2849,28,1,Nhiều hành
5720,2850,24,3,Ít cay
5721,2850,23,1,
5722,2850,22,3,
5723,2851,20,3,Ít cay
5724,2851,19,1,
5725,2852,2,3,
5726,2852,3,3,
5727,2853,30,1,Ít cay
5728,2854,25,2,Nhiều hành
5729,2855,8,3,
5730,2856,20,1,
5731,2856,21,2,Đóng gói kỹ
5732,2857,15,3,
5733,2857,13,1,Đóng gói kỹ
5734,2858,9,1,
5735,2858,7,3,
5736,2858,8,2,Đóng gói kỹ
5737,2859,9,3,
5738,2859,8,2,Nhiều hành
5739,2859,7,3,Đóng gói kỹ
5740,2860,18,3,
5741,2860,17,1,Ít cay
5742,2861,21,2,Nhiều hành
5743,2862,9,3,Đóng gói kỹ
5744,2863,29,2,
5745,2863,28,1,
5746,2864,6,1,Đóng gói kỹ
5747,2864,5,2,
5748,2865,24,3,
5749,2866,21,3,
5750,2867,19,3,Đóng gói kỹ
5751,2867,20,2,
5752,2867,21,1,Đóng gói kỹ
5753,2868,18,2,
5754,2868,17,1,
5755,2868,16,3,
5756,2869,8,1,
5757,2869,7,3,Đóng gói kỹ
5758,2870,15,2,
5759,2870,13,3,
5760,2870,14,1,
5761,2871,2,3,
5762,2872,30,2,
5763,2873,12,3,Ít cay
5764,2873,11,3,
5765,2874,6,2,
5766,2874,5,2,
5767,2874,4,1,
5768,2875,5,2,
5769,2875,6,3,Nhiều hành
5770,2876,29,3,
5771,2877,18,1,
5772,2878,16,1,Ít cay
5773,2878,18,3,
5774,2878,17,3,Nhiều hành
5775,2879,17,2,Đóng gói kỹ
5776,2880,22,1,
5777,2880,23,1,
5778,2881,28,1,
5779,2881,29,2,Đóng gói kỹ
5780,2882,10,3,
5781,2882,12,1,
5782,2883,5,3,Ít cay
5783,2883,6,3,
5784,2884,24,2,
5785,2885,16,1,
5786,2886,4,1,
5787,2886,5,2,Nhiều hành
5788,2887,7,3,
5789,2887,8,3,
5790,2887,9,3,
5791,2888,19,2,
5792,2888,20,2,Ít cay
5793,2888,21,2,Đóng gói kỹ
5794,2889,6,2,
5795,2889,5,1,
5796,2890,12,3,
5797,2890,11,2,Nhiều hành
5798,2891,23,1,
5799,2891,22,1,
5800,2892,10,3,
5801,2893,14,3,
5802,2893,15,3,Ít cay
5803,2894,27,1,Nhiều hành
5804,2894,26,2,
5805,2894,25,3,
5806,2895,23,2,Ít cay
5807,2895,22,3,
5808,2895,24,1,Đóng gói kỹ
5809,2896,30,1,
5810,2896,28,1,Ít cay
5811,2897,3,2,Nhiều hành
5812,2898,14,3,
5813,2898,15,1,Đóng gói kỹ
5814,2898,13,1,
5815,2899,24,3,
5816,2899,22,3,
5817,2899,23,3,
5818,2900,6,1,Đóng gói kỹ
5819,2901,16,2,
5820,2901,17,1,Nhiều hành
5821,2901,18,3,Ít cay
5822,2902,4,2,
5823,2902,5,2,
5824,2903,30,3,Ít cay
5825,2903,28,1,Đóng gói kỹ
5826,2903,29,3,
5827,2904,5,1,
5828,2904,4,1,Nhiều hành
5829,2904,6,3,
5830,2905,13,3,
5831,2906,23,2,
5832,2906,22,3,
5833,2906,24,3,Nhiều hành
5834,2907,12,1,
5835,2907,11,2,Nhiều hành
5836,2908,17,2,
5837,2908,18,2,Nhiều hành
5838,2909,1,1,Đóng gói kỹ
5839,2909,3,3,
5840,2910,12,2,Nhiều hành
5841,2910,10,2,
5842,2910,11,3,
5843,2911,6,3,
5844,2911,5,1,
5845,2911,4,3,
5846,2912,3,1,
5847,2912,1,1,Đóng gói kỹ
5848,2912,2,3,
5849,2913,15,3,Ít cay
5850,2913,14,3,
5851,2913,13,1,Nhiều hành
5852,2914,3,3,Đóng gói kỹ
5853,2914,2,1,Đóng gói kỹ
5854,2915,20,3,Nhiều hành
5855,2915,21,2,
5856,2916,16,2,Nhiều hành
5857,2916,17,1,Ít cay
5858,2916,18,3,
5859,2917,25,2,Nhiều hành
5860,2917,27,2,
5861,2917,26,2,
5862,2918,8,2,
5863,2918,9,1,Nhiều hành
5864,2918,7,3,Ít cay
5865,2919,28,2,
5866,2919,29,2,Ít cay
5867,2919,30,1,
5868,2920,21,1,
5869,2920,20,2,
5870,2920,19,1,
5871,2921,26,1,Ít cay
5872,2921,25,3,Nhiều hành
5873,2922,30,2,
5874,2922,29,3,
5875,2923,4,1,Ít cay
5876,2923,6,1,Ít cay
5877,2924,25,3,Ít cay
5878,2924,26,1,Đóng gói kỹ
5879,2924,27,1,
5880,2925,16,1,
5881,2926,23,1,Nhiều hành
5882,2926,24,1,
5883,2927,7,3,
5884,2927,8,2,
5885,2927,9,3,
5886,2928,7,3,
5887,2928,8,3,
5888,2929,23,3,Ít cay
5889,2929,24,3,Đóng gói kỹ
5890,2929,22,2,
5891,2930,26,1,
5892,2931,27,1,Nhiều hành
5893,2931,26,3,
5894,2931,25,3,Ít cay
5895,2932,22,1,Đóng gói kỹ
5896,2933,24,3,Đóng gói kỹ
5897,2933,23,2,Đóng gói kỹ
5898,2934,18,3,Ít cay
5899,2935,12,3,Nhiều hành
5900,2935,11,2,Đóng gói kỹ
5901,2936,25,1,
5902,2936,27,1,
5903,2936,26,2,
5904,2937,16,1,
5905,2937,17,2,Nhiều hành
5906,2938,30,2,Nhiều hành
5907,2938,28,1,Đóng gói kỹ
5908,2938,29,3,Đóng gói kỹ
5909,2939,10,1,
5910,2940,13,2,
5911,2941,3,2,
5912,2941,1,2,
5913,2941,2,2,
5914,2942,10,2,
5915,2942,11,2,Đóng gói kỹ
5916,2943,1,1,Đóng gói kỹ
5917,2943,3,2,Nhiều hành
5918,2944,28,3,Nhiều hành
5919,2945,11,2,Ít cay
5920,2946,2,1,
5921,2946,3,3,Ít cay
5922,2946,1,3,
5923,2947,25,3,Đóng gói kỹ
5924,2948,22,3,
5925,2948,23,1,
5926,2948,24,2,
5927,2949,20,2,
5928,2949,21,1,
5929,2949,19,3,
5930,2950,6,3,
5931,2950,4,2,
5932,2950,5,2,
5933,2951,19,1,Đóng gói kỹ
5934,2952,23,2,
5935,2953,16,3,Ít cay
5936,2953,18,3,Nhiều hành
5937,2954,12,2,
5938,2954,11,3,Đóng gói kỹ
5939,2955,10,3,Đóng gói kỹ
5940,2956,7,1,
5941,2956,8,2,
5942,2957,2,1,Nhiều hành
5943,2958,26,1,
5944,2959,21,3,
5945,2959,19,2,
5946,2959,20,3,Đóng gói kỹ
5947,2960,29,3,Ít cay
5948,2961,3,3,
5949,2961,1,3,Nhiều hành
5950,2962,26,2,Nhiều hành
5951,2963,6,2,Đóng gói kỹ
5952,2963,4,1,
5953,2964,6,1,Ít cay
5954,2964,5,1,Nhiều hành
5955,2964,4,1,Đóng gói kỹ
5956,2965,13,2,Nhiều hành
5957,2965,15,2,Đóng gói kỹ
5958,2966,27,2,
5959,2966,26,1,
5960,2967,28,3,Ít cay
5961,2967,29,2,Nhiều hành
5962,2967,30,3,
5963,2968,1,2,
5964,2969,26,3,
5965,2970,26,2,Nhiều hành
5966,2970,27,1,
5967,2971,24,3,
5968,2972,11,2,
5969,2972,12,2,
5970,2973,25,1,
5971,2974,18,1,
5972,2974,17,2,Đóng gói kỹ
5973,2975,26,2,Ít cay
5974,2975,25,2,Ít cay
5975,2975,27,3,Đóng gói kỹ
5976,2976,13,2,Nhiều hành
5977,2977,1,1,
5978,2977,2,2,Nhiều hành
5979,2978,3,3,
5980,2978,1,3,Đóng gói kỹ
5981,2979,22,2,
5982,2979,23,3,Ít cay
5983,2980,17,2,Ít cay
5984,2980,16,1,Đóng gói kỹ
5985,2981,9,1,
5986,2982,26,2,Ít cay
5987,2982,27,1,Đóng gói kỹ
5988,2983,6,3,
5989,2984,20,2,Nhiều hành
5990,2985,26,1,Đóng gói kỹ
5991,2985,25,1,
5992,2986,4,2,Ít cay
5993,2986,5,3,Ít cay
5994,2987,17,1,
5995,2988,23,1,Ít cay
5996,2988,22,3,Đóng gói kỹ
5997,2989,28,3,
5998,2989,29,1,Đóng gói kỹ
5999,2990,10,3,
6000,2991,18,2,Ít cay
6001,2991,16,1,
6002,2992,7,1,
6003,2993,30,2,
6004,2993,28,1,
6005,2994,17,3,Đóng gói kỹ
6006,2994,16,2,Nhiều hành
6007,2995,29,2,
6008,2995,30,3,Đóng gói kỹ
6009,2996,24,2,
6010,2996,22,1,Nhiều hành
6011,2997,14,3,
6012,2997,13,2,
6013,2998,10,1,
6014,2998,12,1,
6015,2999,8,1,Đóng gói kỹ
6016,2999,9,1,
6017,2999,7,3,Đóng gói kỹ
6018,3000,24,2,
6019,3000,22,3,
6020,3001,2,1,
6021,3001,3,1,
6022,3001,1,1,
6023,3002,4,2,Ít cay
6024,3003,12,2,
6025,3003,10,1,
6026,3004,18,3,
6027,3004,17,2,Ít cay
6028,3004,16,3,
6029,3005,19,3,
6030,3005,20,2,Nhiều hành
6031,3005,21,1,
6032,3006,3,2,
6033,3006,2,1,Đóng gói kỹ
6034,3007,29,1,
6035,3007,30,3,
6036,3007,28,2,
6037,3008,23,1,
6038,3008,24,3,
6039,3008,22,2,Ít cay
6040,3009,2,2,Nhiều hành
6041,3009,3,3,Ít cay
6042,3009,1,2,
6043,3010,29,2,
6044,3010,30,3,
6045,3011,27,3,
6046,3011,25,3,
6047,3011,26,3,
6048,3012,3,2,
6049,3012,2,2,Đóng gói kỹ
6050,3012,1,2,
6051,3013,15,1,Đóng gói kỹ
6052,3014,7,3,
6053,3015,9,3,Nhiều hành
6054,3015,7,3,Ít cay
6055,3016,2,2,Đóng gói kỹ
6056,3016,3,2,
6057,3017,24,2,
6058,3017,22,3,
6059,3017,23,1,
6060,3018,18,2,
6061,3019,12,3,Nhiều hành
6062,3019,10,1,
6063,3020,28,2,Đóng gói kỹ
6064,3020,29,2,Đóng gói kỹ
6065,3020,30,1,
6066,3021,16,2,
6067,3021,17,3,
6068,3022,26,1,Ít cay
6069,3023,25,3,
6070,3023,26,1,
6071,3024,3,1,
6072,3024,2,1,Ít cay
6073,3025,28,3,
6074,3025,29,2,Đóng gói kỹ
6075,3026,5,2,
6076,3026,6,1,
6077,3027,23,2,Đóng gói kỹ
6078,3027,24,3,
6079,3028,26,3,Nhiều hành
6080,3028,27,1,Đóng gói kỹ
6081,3028,25,1,
6082,3029,28,2,
6083,3030,16,3,
6084,3030,17,3,Ít cay
6085,3030,18,1,Ít cay
6086,3031,1,2,
6087,3031,2,1,
6088,3031,3,2,Ít cay
6089,3032,7,3,
6090,3032,9,1,
6091,3033,12,3,
6092,3033,10,3,
6093,3034,3,3,Ít cay
6094,3034,1,1,Nhiều hành
